日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2019-04-30,'399967,中证军工,7852.3166,7939.9598,7772.9912,7800.3531,7784.3323,67.9843,0.8733,395490034,5222439642.4
2019-04-29,'399967,中证军工,7784.3323,8055.7726,7776.3943,8025.7333,8010.7608,-226.4285,-2.8266,513166990,6584734845.45
2019-04-26,'399967,中证军工,8010.7608,8121.9447,8007.9497,8024.8544,8051.4383,-40.6775,-0.5052,452891076,6472902429.3
2019-04-25,'399967,中证军工,8051.4383,8370.3741,8050.9905,8369.989,8390.152,-338.7137,-4.037,559826575,7246843794.5
2019-04-24,'399967,中证军工,8390.152,8399.7626,8228.4324,8329.1402,8314.6185,75.5335,0.9084,463176223,6269550873.36
2019-04-23,'399967,中证军工,8314.6185,8611.1367,8290.947,8610.4934,8621.1143,-306.4958,-3.5552,683755695,8920536020.27
2019-04-22,'399967,中证军工,8621.1143,8761.206,8597.107,8744.1854,8713.9377,-92.8234,-1.0652,607973024,8167780734.59
2019-04-19,'399967,中证军工,8713.9377,8726.2613,8578.8117,8704.1939,8734.9789,-21.0412,-0.2409,631237276,8354625516.22
2019-04-18,'399967,中证军工,8734.9789,8819.2083,8635.9025,8671.7434,8677.6188,57.3601,0.661,828271570,10513665676.2
2019-04-17,'399967,中证军工,8677.6188,8727.7435,8599.5064,8649.4042,8651.1872,26.4316,0.3055,586228311,8129961481.79
2019-04-16,'399967,中证军工,8651.1872,8651.1872,8367.9713,8479.4249,8517.3725,133.8147,1.5711,624279821,8785491602.97
2019-04-15,'399967,中证军工,8517.3725,8749.1943,8513.3625,8658.1246,8544.6636,-27.2911,-0.3194,627804342,8791169629.33
2019-04-12,'399967,中证军工,8544.6636,8586.1725,8465.6576,8573.2538,8582.3444,-37.6808,-0.4391,543901964,7105360159.35
2019-04-11,'399967,中证军工,8582.3444,8795.9218,8581.6562,8749.0109,8751.8139,-169.4695,-1.9364,688331521,9512907702.59
2019-04-10,'399967,中证军工,8751.8139,8816.333,8700.572,8790.7198,8820.5309,-68.717,-0.7791,720713017,10217077410.6
2019-04-09,'399967,中证军工,8820.5309,8860.5591,8741.4361,8846.2905,8839.7228,-19.1919,-0.2171,736642465,9778894280.03
2019-04-08,'399967,中证军工,8839.7228,9153.5728,8758.1,9122.9749,8977.2681,-137.5453,-1.5322,1115525036,14513950550.0
2019-04-04,'399967,中证军工,8977.2681,9044.6976,8858.6996,8967.1477,8958.6322,18.6359,0.208,1173168655,15404460636.9
2019-04-03,'399967,中证军工,8958.6322,8988.8711,8778.7622,8841.5926,8899.166,59.4662,0.6682,1125007143,14183621315.1
2019-04-02,'399967,中证军工,8899.166,9131.9749,8850.5475,8971.2176,8850.6677,48.4983,0.548,1677802155,20037522253.9
2019-04-01,'399967,中证军工,8850.6677,8868.823,8573.5453,8573.5453,8451.6545,399.0132,4.7211,1319599527,16430319234.9
2019-03-29,'399967,中证军工,8451.6545,8452.153,8206.7304,8229.2817,8119.8829,331.7716,4.0859,1049781737,12848851933.6
2019-03-28,'399967,中证军工,8119.8829,8353.2754,8108.122,8187.8995,8186.6778,-66.7949,-0.8159,698847857,9060305816.93
2019-03-27,'399967,中证军工,8186.6778,8336.3348,8057.1155,8310.9029,8262.4318,-75.754,-0.9168,732837472,9959858629.72
2019-03-26,'399967,中证军工,8262.4318,8717.3785,8256.9222,8714.8619,8691.1454,-428.7136,-4.9328,1321085573,17390869465.5
2019-03-25,'399967,中证军工,8691.1454,8890.7982,8268.524,8282.4204,8333.7968,357.3486,4.2879,1825737122,22825804919.9
2019-03-22,'399967,中证军工,8333.7968,8344.2909,8200.6389,8305.9301,8304.8883,28.9085,0.3481,657595153,9212469260.57
2019-03-21,'399967,中证军工,8304.8883,8353.8367,8228.7819,8253.0031,8250.0693,54.819,0.6645,648189211,8999525370.89
2019-03-20,'399967,中证军工,8250.0693,8355.6024,8112.7921,8355.6024,8357.6284,-107.5591,-1.287,645787352,8968431836.0
2019-03-19,'399967,中证军工,8357.6284,8428.0273,8240.0522,8253.7746,8238.9017,118.7267,1.4411,816813842,11030425998.2
2019-03-18,'399967,中证军工,8238.9017,8239.2055,8046.4489,8116.1108,8089.5077,149.394,1.8468,673648998,8420181117.19
2019-03-15,'399967,中证军工,8089.5077,8196.9276,8034.7762,8163.5365,8118.3366,-28.8289,-0.3551,624493760,8621473476.58
2019-03-14,'399967,中证军工,8118.3366,8322.141,7976.7959,8287.4382,8328.29,-209.9534,-2.521,859997724,11816505587.6
2019-03-13,'399967,中证军工,8328.29,8726.7114,8258.4507,8579.3273,8522.5672,-194.2772,-2.2796,1185223824,17854542467.0
2019-03-12,'399967,中证军工,8522.5672,8557.4803,8239.1979,8307.0533,8233.0732,289.494,3.5162,1266237761,18273535672.3
2019-03-11,'399967,中证军工,8233.0732,8233.2323,7992.9984,8023.7563,7959.0549,274.0183,3.4428,867050906,12383854206.2
2019-03-08,'399967,中证军工,7959.0549,8298.8688,7939.1648,8036.0826,8183.9199,-224.865,-2.7476,1114477569,15496733466.1
2019-03-07,'399967,中证军工,8183.9199,8265.4213,8110.5401,8176.5385,8215.0839,-31.164,-0.3794,932878235,11963255098.1
2019-03-06,'399967,中证军工,8215.0839,8263.8561,8062.1559,8224.5476,8195.1181,19.9658,0.2436,979126886,12688815909.8
2019-03-05,'399967,中证军工,8195.1181,8197.5746,7941.1243,7979.4695,8007.4368,187.6813,2.3438,1020748583,12615392837.5
2019-03-04,'399967,中证军工,8007.4368,8103.6227,7899.9458,7935.5085,7888.2234,119.2134,1.5113,1041209898,12667108044.8
2019-03-01,'399967,中证军工,7888.2234,7907.1833,7738.5832,7894.3902,7852.7964,35.427,0.4511,655640845,7730221248.2
2019-02-28,'399967,中证军工,7852.7964,8006.8591,7777.217,7963.3126,7870.4352,-17.6388,-0.2241,645469307,8143549331.05
2019-02-27,'399967,中证军工,7870.4352,8093.3959,7774.4571,7777.3187,7781.4416,88.9936,1.1437,1004726688,12272736052.4
2019-02-26,'399967,中证军工,7781.4416,7933.4806,7758.7362,7869.2845,7886.5051,-105.0635,-1.3322,950646917,11378853891.6
2019-02-25,'399967,中证军工,7886.5051,7914.3258,7504.6202,7504.6202,7431.5397,454.9654,6.1221,1118088261,13598120531.8
2019-02-22,'399967,中证军工,7431.5397,7432.3544,7247.2725,7251.2924,7286.44,145.0997,1.9914,573501702,6931460651.36
2019-02-21,'399967,中证军工,7286.44,7500.665,7254.5547,7396.0025,7365.3765,-78.9365,-1.0717,773673957,9308797982.37
2019-02-20,'399967,中证军工,7365.3765,7429.3003,7251.4107,7348.0595,7383.0284,-17.6519,-0.2391,641458066,6934555354.36
2019-02-19,'399967,中证军工,7383.0284,7383.1175,7192.3035,7325.4963,7295.3019,87.7265,1.2025,631765491,7640549653.32
2019-02-18,'399967,中证军工,7295.3019,7295.3019,7063.7407,7063.7407,7020.4545,274.8474,3.915,539322769,6661297602.51
2019-02-15,'399967,中证军工,7020.4545,7114.6195,7007.9407,7083.546,7087.2476,-66.7931,-0.9424,318765728,3918596985.97
2019-02-14,'399967,中证军工,7087.2476,7122.4309,7050.3419,7059.9762,7061.4234,25.8242,0.3657,382031632,4463351503.25
2019-02-13,'399967,中证军工,7061.4234,7085.8154,6908.1336,6933.0022,6927.8062,133.6172,1.9287,506383879,5962787068.52
2019-02-12,'399967,中证军工,6927.8062,6944.051,6863.521,6871.2921,6878.2989,49.5073,0.7198,315861471,3895287371.82
2019-02-11,'399967,中证军工,6878.2989,6878.867,6744.2924,6744.2924,6716.8263,161.4726,2.404,295274045,3810283670.23
2019-02-01,'399967,中证军工,6716.8263,6717.6355,6587.0245,6593.7792,6564.8411,151.9852,2.3151,236957787,2843372693.7
2019-01-31,'399967,中证军工,6564.8411,6657.8963,6534.4113,6657.213,6642.773,-77.9319,-1.1732,270101071,3149460097.02
2019-01-30,'399967,中证军工,6642.773,6721.2799,6597.875,6613.7754,6620.1802,22.5928,0.3413,246756912,2904224581.07
2019-01-29,'399967,中证军工,6620.1802,6728.9948,6547.5001,6728.9948,6733.4089,-113.2287,-1.6816,293037300,3360201806.23
2019-01-28,'399967,中证军工,6733.4089,6839.393,6718.9887,6802.4794,6757.8973,-24.4884,-0.3624,273348139,3336840164.0
2019-01-25,'399967,中证军工,6757.8973,6826.3663,6757.8973,6814.4991,6813.8189,-55.9216,-0.8207,265252124,3185238820.79
2019-01-24,'399967,中证军工,6813.8189,6848.5442,6697.1079,6744.5142,6734.9381,78.8808,1.1712,307438877,3782107726.38
2019-01-23,'399967,中证军工,6734.9381,6744.1694,6692.0823,6714.4442,6724.3745,10.5636,0.1571,176762082,2301522736.6
2019-01-22,'399967,中证军工,6724.3745,6820.5734,6687.399,6820.5734,6834.9643,-110.5898,-1.618,258291151,3014535402.82
2019-01-21,'399967,中证军工,6834.9643,6857.8466,6762.225,6798.5716,6788.7107,46.2536,0.6813,245335094,3058431531.33
2019-01-18,'399967,中证军工,6788.7107,6791.9093,6712.3828,6741.6187,6734.3299,54.3808,0.8075,236708864,2659835402.35
2019-01-17,'399967,中证军工,6734.3299,6824.1283,6724.333,6818.0358,6809.4134,-75.0835,-1.1026,248253866,2800647843.74
2019-01-16,'399967,中证军工,6809.4134,6895.7513,6806.349,6873.1251,6876.5812,-67.1678,-0.9768,300856999,3387539258.98
2019-01-15,'399967,中证军工,6876.5812,6878.3725,6790.5229,6807.9211,6812.765,63.8162,0.9367,288585877,3389938028.53
2019-01-14,'399967,中证军工,6812.765,6894.5393,6790.6294,6878.2715,6883.1138,-70.3488,-1.022,291167459,3377790298.24
2019-01-11,'399967,中证军工,6883.1138,6891.0841,6784.348,6784.9533,6767.9445,115.1693,1.7017,381306028,4457187535.49
2019-01-10,'399967,中证军工,6767.9445,6818.9382,6750.3213,6770.057,6771.9008,-3.9563,-0.0584,341142890,3754635695.13
2019-01-09,'399967,中证军工,6771.9008,6874.6411,6770.4416,6831.3072,6825.0448,-53.144,-0.7787,458245245,4865743502.34
2019-01-08,'399967,中证军工,6825.0448,6897.3675,6799.9808,6894.3219,6921.2166,-96.1718,-1.3895,528153382,5661435978.58
2019-01-07,'399967,中证军工,6921.2166,6956.6593,6732.0462,6738.4114,6683.221,237.9956,3.5611,782901161,8278102993.36
2019-01-04,'399967,中证军工,6683.221,6686.8897,6462.7013,6473.8225,6535.1847,148.0363,2.2652,579274439,5872585661.85
2019-01-03,'399967,中证军工,6535.1847,6680.4366,6389.3128,6392.6461,6404.6413,130.5434,2.0383,566443090,6390569656.59
2019-01-02,'399967,中证军工,6404.6413,6439.1638,6323.0617,6375.543,6362.1961,42.4452,0.6671,345299518,4073798276.14
2018-12-28,'399967,中证军工,6362.1961,6385.987,6308.5972,6353.2322,6345.9206,16.2755,0.2565,318789978,3792512483.38
2018-12-27,'399967,中证军工,6345.9206,6491.8806,6345.9206,6471.6169,6384.6866,-38.766,-0.6072,346279174,3815204762.46
2018-12-26,'399967,中证军工,6384.6866,6477.7604,6384.6866,6434.7055,6442.5492,-57.8626,-0.8981,251655722,2856533304.69
2018-12-25,'399967,中证军工,6442.5492,6461.7167,6313.0663,6415.8736,6476.3635,-33.8143,-0.5221,283866655,3158202546.56
2018-12-24,'399967,中证军工,6476.3635,6477.8032,6369.9549,6387.554,6399.2952,77.0683,1.2043,266253432,2774877103.95
2018-12-21,'399967,中证军工,6399.2952,6465.5416,6343.4313,6465.5416,6487.0953,-87.8001,-1.3535,271842883,3293357020.86
2018-12-20,'399967,中证军工,6487.0953,6532.7152,6440.1638,6509.5125,6517.6969,-30.6016,-0.4695,240165734,2842059106.16
2018-12-19,'399967,中证军工,6517.6969,6631.777,6496.2901,6622.4184,6608.6272,-90.9303,-1.3759,226575792,2827632022.01
2018-12-18,'399967,中证军工,6608.6272,6665.3705,6541.0907,6612.8,6667.3585,-58.7313,-0.8809,268485176,3333476797.39
2018-12-17,'399967,中证军工,6667.3585,6681.8588,6596.4529,6620.4969,6646.3992,20.9593,0.3153,257904546,3051749010.11
2018-12-14,'399967,中证军工,6646.3992,6797.7016,6646.3992,6785.0319,6791.0172,-144.618,-2.1295,428398894,4860145118.93
2018-12-13,'399967,中证军工,6791.0172,6818.3619,6699.8733,6722.7755,6707.3129,83.7043,1.248,356728632,4078126195.67
2018-12-12,'399967,中证军工,6707.3129,6753.3293,6684.6418,6740.4879,6715.4895,-8.1766,-0.1218,257928521,3069318794.82
2018-12-11,'399967,中证军工,6715.4895,6737.9664,6668.541,6706.5593,6682.3975,33.092,0.4952,260539606,3038047735.87
2018-12-10,'399967,中证军工,6682.3975,6763.7482,6675.0197,6753.4744,6790.7569,-108.3594,-1.5957,294676360,3560891623.76
2018-12-07,'399967,中证军工,6790.7569,6837.2243,6749.7948,6800.9715,6790.4447,0.3122,0.0046,286731999,3404070447.12
2018-12-06,'399967,中证军工,6790.4447,6898.9215,6775.2151,6829.008,6849.6235,-59.1788,-0.864,363446233,4291467434.32
2018-12-05,'399967,中证军工,6849.6235,6868.1655,6780.942,6795.4773,6912.3318,-62.7083,-0.9072,321748449,3854357959.96
2018-12-04,'399967,中证军工,6912.3318,6935.5136,6856.932,6933.1308,6947.8655,-35.5337,-0.5114,366112192,4358796601.99
2018-12-03,'399967,中证军工,6947.8655,6963.823,6865.1304,6899.9839,6772.9294,174.9361,2.5829,461748929,5291243393.06
2018-11-30,'399967,中证军工,6772.9294,6773.2771,6625.4679,6708.7553,6725.553,47.3764,0.7044,316400216,3366130827.57
2018-11-29,'399967,中证军工,6725.553,6919.6504,6725.553,6865.6843,6833.7016,-108.1486,-1.5826,348345204,4059041266.98
2018-11-28,'399967,中证军工,6833.7016,6842.2617,6677.6898,6766.6444,6768.4809,65.2207,0.9636,354534652,4002353021.41
2018-11-27,'399967,中证军工,6768.4809,6801.0968,6720.1293,6725.4734,6689.9945,78.4864,1.1732,325001128,3564966836.91
2018-11-26,'399967,中证军工,6689.9945,6777.3903,6659.118,6683.1336,6683.0426,6.9519,0.104,283182895,3302892162.38
2018-11-23,'399967,中证军工,6683.0426,6956.9853,6682.8885,6944.9465,6952.8646,-269.822,-3.8807,450201015,4907868455.09
2018-11-22,'399967,中证军工,6952.8646,7005.2505,6925.406,6977.4389,6960.4395,-7.5749,-0.1088,368255614,4107990778.34
2018-11-21,'399967,中证军工,6960.4395,6983.2026,6857.8619,6888.7642,6973.619,-13.1795,-0.189,459021924,5255104857.35
2018-11-20,'399967,中证军工,6973.619,7170.7629,6953.3801,6978.4047,7015.1968,-41.5778,-0.5927,711582334,8601991715.02
2018-11-19,'399967,中证军工,7015.1968,7033.4777,6926.0048,7010.3782,7004.0003,11.1965,0.1599,412740558,4960636786.12
2018-11-16,'399967,中证军工,7004.0003,7067.4906,6973.5676,7016.4075,7008.9333,-4.933,-0.0704,475791908,5661902255.98
2018-11-15,'399967,中证军工,7008.9333,7010.4338,6846.7674,6849.7338,6845.538,163.3953,2.3869,542454077,6369815591.34
2018-11-14,'399967,中证军工,6845.538,6895.001,6816.1679,6876.4362,6890.0967,-44.5587,-0.6467,399129558,4458889449.09
2018-11-13,'399967,中证军工,6890.0967,6925.1413,6733.5658,6746.5382,6824.4008,65.6959,0.9627,496106580,5394041698.45
2018-11-12,'399967,中证军工,6824.4008,6824.4008,6673.8314,6689.3169,6690.1642,134.2366,2.0065,330970541,3726651980.61
2018-11-09,'399967,中证军工,6690.1642,6726.5886,6645.0779,6661.0893,6684.8845,5.2797,0.079,249947257,2907337112.54
2018-11-08,'399967,中证军工,6684.8845,6839.6469,6681.3048,6828.4876,6777.6874,-92.8029,-1.3692,335527685,3996109091.85
2018-11-07,'399967,中证军工,6777.6874,6889.7483,6776.394,6835.4928,6830.0102,-52.3228,-0.7661,396997462,4474076318.96
2018-11-06,'399967,中证军工,6830.0102,6855.2992,6780.9713,6855.2992,6858.5014,-28.4912,-0.4154,342235002,3922048619.4
2018-11-05,'399967,中证军工,6858.5014,6917.896,6761.6172,6837.7615,6824.975,33.5264,0.4912,462022322,5501242602.08
2018-11-02,'399967,中证军工,6824.975,6827.1812,6704.418,6737.8464,6650.3807,174.5943,2.6253,511054683,5887315408.37
2018-11-01,'399967,中证军工,6650.3807,6754.5995,6593.9456,6595.5748,6551.8463,98.5344,1.5039,514810270,5613635200.9
2018-10-31,'399967,中证军工,6551.8463,6598.3596,6451.511,6480.2456,6467.6743,84.172,1.3014,364160311,3750396977.53
2018-10-30,'399967,中证军工,6467.6743,6515.6592,6298.5725,6431.4774,6441.4368,26.2375,0.4073,338817948,3675711009.55
2018-10-29,'399967,中证军工,6441.4368,6523.3859,6397.9277,6493.8737,6526.3249,-84.8881,-1.3007,262964371,3173339743.01
2018-10-26,'399967,中证军工,6526.3249,6676.2608,6487.8235,6606.663,6555.6185,-29.2936,-0.4468,337034480,3919613591.46
2018-10-25,'399967,中证军工,6555.6185,6584.515,6422.5568,6460.1769,6651.6652,-96.0467,-1.4439,379036157,3962287850.61
2018-10-24,'399967,中证军工,6651.6652,6723.9523,6610.1149,6622.6258,6641.7344,9.9308,0.1495,279770778,3204029369.97
2018-10-23,'399967,中证军工,6641.7344,6786.1513,6611.4905,6755.627,6751.8271,-110.0927,-1.6306,432267727,4900237947.56
2018-10-22,'399967,中证军工,6751.8271,6828.7379,6492.126,6492.126,6427.8598,323.9673,5.04,576100239,6732427924.19
2018-10-19,'399967,中证军工,6427.8598,6446.8198,6143.4194,6203.2859,6280.8143,147.0455,2.3412,424549257,5054731421.38
2018-10-18,'399967,中证军工,6280.8143,6417.0688,6266.653,6394.5741,6450.791,-169.9767,-2.635,301768403,3485973205.33
2018-10-17,'399967,中证军工,6450.791,6563.0134,6266.7677,6532.1344,6434.5972,16.1938,0.2517,355367268,4320213150.78
2018-10-16,'399967,中证军工,6434.5972,6697.3839,6386.5142,6596.6664,6561.3491,-126.7519,-1.9318,349259921,4202668818.6
2018-10-15,'399967,中证军工,6561.3491,6725.3494,6560.8032,6614.8706,6606.9201,-45.571,-0.6897,297791918,3506625234.23
2018-10-12,'399967,中证军工,6606.9201,6631.9183,6298.047,6483.9688,6507.8348,99.0853,1.5226,452648937,4959181835.84
2018-10-11,'399967,中证军工,6507.8348,6859.9051,6474.0192,6771.6914,7011.9542,-504.1194,-7.1894,554996224,5992652044.91
2018-10-10,'399967,中证军工,7011.9542,7024.7014,6917.1367,6965.0245,6962.66,49.2942,0.708,280302612,3321359988.96
2018-10-09,'399967,中证军工,6962.66,7185.2135,6915.3047,7158.531,7154.3478,-191.6878,-2.6793,392008894,4909506097.63
2018-10-08,'399967,中证军工,7154.3478,7331.432,7146.5942,7287.7267,7390.681,-236.3332,-3.1977,362643375,4637293256.88
2018-09-28,'399967,中证军工,7390.681,7419.5846,7337.0466,7397.7089,7386.2426,4.4384,0.0601,304895594,4069891295.24
2018-09-27,'399967,中证军工,7386.2426,7508.5857,7370.0364,7502.3296,7513.4503,-127.2077,-1.6931,409396968,5240298816.36
2018-09-26,'399967,中证军工,7513.4503,7539.9148,7449.8587,7501.5836,7502.2373,11.213,0.1495,420171468,5427520634.85
2018-09-25,'399967,中证军工,7502.2373,7567.2399,7394.5842,7415.9153,7441.5822,60.6551,0.8151,396475162,5313439785.37
2018-09-21,'399967,中证军工,7441.5822,7447.842,7334.668,7429.4079,7419.6934,21.8888,0.295,405084054,5171074087.39
2018-09-20,'399967,中证军工,7419.6934,7527.2078,7392.4213,7515.5739,7533.9171,-114.2237,-1.5161,347577582,4718382279.92
2018-09-19,'399967,中证军工,7533.9171,7578.8551,7354.5763,7397.3318,7424.1639,109.7532,1.4783,496611297,6566245200.04
2018-09-18,'399967,中证军工,7424.1639,7424.1639,7240.4512,7297.7161,7314.6623,109.5016,1.497,394059635,5176114334.26
2018-09-17,'399967,中证军工,7314.6623,7449.033,7258.0245,7360.9509,7396.5041,-81.8418,-1.1065,406999308,5508198402.75
2018-09-14,'399967,中证军工,7396.5041,7638.7952,7375.0769,7627.1447,7635.5358,-239.0317,-3.1305,567177526,7742080884.17
2018-09-13,'399967,中证军工,7635.5358,7639.7676,7432.2132,7533.5843,7479.8141,155.7217,2.0819,581490275,7742923253.09
2018-09-12,'399967,中证军工,7479.8141,7563.9459,7396.319,7404.8682,7408.2014,71.6127,0.9667,483382936,6982086751.77
2018-09-11,'399967,中证军工,7408.2014,7439.0663,7274.1064,7302.5762,7284.089,124.1124,1.7039,378888109,5379302979.7
2018-09-10,'399967,中证军工,7284.089,7478.4815,7260.7963,7423.349,7426.4404,-142.3514,-1.9168,417563114,5750925707.07
2018-09-07,'399967,中证军工,7426.4404,7607.4099,7366.0786,7513.7568,7510.1531,-83.7127,-1.1147,551524848,7887825496.7
2018-09-06,'399967,中证军工,7510.1531,7590.1763,7421.6662,7426.5352,7439.3447,70.8084,0.9518,603729852,8144527452.89
2018-09-05,'399967,中证军工,7439.3447,7580.1852,7435.7119,7490.0413,7508.7331,-69.3884,-0.9241,619796542,7919246596.7
2018-09-04,'399967,中证军工,7508.7331,7524.1126,7229.0138,7251.046,7249.5914,259.1417,3.5746,747871352,10295511608.1
2018-09-03,'399967,中证军工,7249.5914,7258.6899,7045.105,7102.3447,7098.0136,151.5778,2.1355,448896090,6278959892.55
2018-08-31,'399967,中证军工,7098.0136,7153.1706,7049.5309,7122.4924,7124.3722,-26.3586,-0.37,343969007,4430566224.28
2018-08-30,'399967,中证军工,7124.3722,7281.4358,7110.1896,7242.8965,7262.9858,-138.6136,-1.9085,403036953,5023569616.49
2018-08-29,'399967,中证军工,7262.9858,7298.4213,7212.3615,7274.6695,7271.5371,-8.5513,-0.1176,375219854,4704190251.45
2018-08-28,'399967,中证军工,7271.5371,7306.0939,7200.6349,7200.8574,7198.5214,73.0157,1.0143,466666853,6230319465.26
2018-08-27,'399967,中证军工,7198.5214,7209.3931,6992.7281,6992.7281,6971.5872,226.9342,3.2551,503106000,6826881457.12
2018-08-24,'399967,中证军工,6971.5872,7041.6964,6953.9346,7034.6269,7050.5334,-78.9462,-1.1197,303865743,3716994195.7
2018-08-23,'399967,中证军工,7050.5334,7087.0423,6969.2053,6969.2053,6991.6563,58.8771,0.8421,339626074,4311460900.67
2018-08-22,'399967,中证军工,6991.6563,7064.8391,6988.7525,7019.5561,7030.557,-38.9007,-0.5533,371906344,4121024484.11
2018-08-21,'399967,中证军工,7030.557,7071.0856,6918.6169,6939.3804,6945.8822,84.6748,1.2191,353695467,4631725906.05
2018-08-20,'399967,中证军工,6945.8822,6945.8822,6769.8801,6842.7597,6850.2266,95.6556,1.3964,322233172,4328350254.92
2018-08-17,'399967,中证军工,6850.2266,7042.5665,6823.8619,7011.5506,6937.0977,-86.8711,-1.2523,322928518,4419717189.04
2018-08-16,'399967,中证军工,6937.0977,7043.1601,6871.1927,6938.6703,7029.1091,-92.0114,-1.309,335299591,4302430966.03
2018-08-15,'399967,中证军工,7029.1091,7191.4406,7010.498,7126.3859,7115.6675,-86.5584,-1.2164,352986912,4823832722.39
2018-08-14,'399967,中证军工,7115.6675,7188.5773,7090.4909,7183.9492,7201.0215,-85.354,-1.1853,327490427,4649960711.21
2018-08-13,'399967,中证军工,7201.0215,7214.9227,6967.1609,6996.4356,7078.7386,122.2829,1.7275,494568699,6769731624.85
2018-08-10,'399967,中证军工,7078.7386,7082.2474,6993.1368,7008.0242,7012.3166,66.422,0.9472,385797428,5407505373.48
2018-08-09,'399967,中证军工,7012.3166,7045.0035,6729.0659,6739.3121,6761.2092,251.1074,3.7139,502332998,6399901782.34
2018-08-08,'399967,中证军工,6761.2092,6878.2697,6754.8592,6875.0258,6891.8453,-130.6361,-1.8955,427592785,4992008407.46
2018-08-07,'399967,中证军工,6891.8453,6896.5458,6657.7411,6737.3159,6715.1892,176.6561,2.6307,378856344,4598125556.57
2018-08-06,'399967,中证军工,6715.1892,6920.928,6687.0769,6884.3619,6878.085,-162.8958,-2.3683,385876340,4627576690.11
2018-08-03,'399967,中证军工,6878.085,7010.5762,6877.6457,6953.6899,6969.6834,-91.5984,-1.3142,339210506,4285211288.21
2018-08-02,'399967,中证军工,6969.6834,7208.2258,6836.3941,7208.2258,7257.307,-287.6236,-3.9632,630042947,7908360515.68
2018-08-01,'399967,中证军工,7257.307,7554.592,7256.368,7493.5922,7482.838,-225.531,-3.014,463885354,6013356003.47
2018-07-31,'399967,中证军工,7482.838,7535.6734,7431.7673,7493.7863,7518.2975,-35.4595,-0.4716,407360300,5200573877.82
2018-07-30,'399967,中证军工,7518.2975,7604.2014,7457.8248,7572.1722,7565.475,-47.1775,-0.6236,481823142,6184629585.59
2018-07-27,'399967,中证军工,7565.475,7604.8554,7514.7544,7587.8136,7603.9415,-38.4665,-0.5059,389932323,5062154483.63
2018-07-26,'399967,中证军工,7603.9415,7739.6289,7570.5019,7717.6315,7705.1589,-101.2174,-1.3136,504572779,6933248200.42
2018-07-25,'399967,中证军工,7705.1589,7803.2931,7679.6863,7720.934,7712.9988,-7.8399,-0.1016,552085325,7697577546.2
2018-07-24,'399967,中证军工,7712.9988,7754.0083,7645.36,7676.2572,7659.275,53.7238,0.7014,735577769,9611630977.11
2018-07-23,'399967,中证军工,7659.275,7682.3468,7381.8806,7383.5829,7371.4905,287.7845,3.904,778496506,11035118924.6
2018-07-20,'399967,中证军工,7371.4905,7387.2042,7195.3462,7210.8306,7219.2165,152.274,2.1093,482727905,6817824636.98
2018-07-19,'399967,中证军工,7219.2165,7393.2221,7194.9376,7346.9765,7361.3185,-142.102,-1.9304,423951752,6038063697.89
2018-07-18,'399967,中证军工,7361.3185,7517.0032,7359.7722,7487.7917,7478.7406,-117.4221,-1.5701,379982795,5348015290.83
2018-07-17,'399967,中证军工,7478.7406,7478.871,7350.668,7469.2135,7497.0625,-18.3219,-0.2444,410561832,6080315437.64
2018-07-16,'399967,中证军工,7497.0625,7541.3485,7390.0896,7405.5832,7402.3259,94.7366,1.2798,499156473,7571175405.06
2018-07-13,'399967,中证军工,7402.3259,7470.5957,7354.2744,7441.3183,7437.1662,-34.8403,-0.4685,436260818,6593174702.61
2018-07-12,'399967,中证军工,7437.1662,7458.5712,7242.308,7242.308,7251.8681,185.2981,2.5552,545581044,7923009395.58
2018-07-11,'399967,中证军工,7251.8681,7349.4971,7125.5445,7349.4971,7458.0842,-206.2161,-2.765,531387090,7351521861.48
2018-07-10,'399967,中证军工,7458.0842,7462.8434,7369.1307,7414.5499,7412.1418,45.9424,0.6198,484411982,6969584257.4
2018-07-09,'399967,中证军工,7412.1418,7413.0819,7278.074,7278.074,7257.985,154.1568,2.124,482821197,6891223407.89
2018-07-06,'399967,中证军工,7257.985,7397.9237,7132.7392,7167.4375,7171.674,86.311,1.2035,574796304,8151369882.09
2018-07-05,'399967,中证军工,7171.674,7343.4561,7165.1046,7311.7345,7324.6494,-152.9754,-2.0885,451678754,6142636246.62
2018-07-04,'399967,中证军工,7324.6494,7431.514,7298.5647,7408.356,7433.2779,-108.6285,-1.4614,562972642,7818484109.82
2018-07-03,'399967,中证军工,7433.2779,7439.8662,7139.4052,7147.9307,7147.501,285.7769,3.9983,699270747,9761382080.16
2018-07-02,'399967,中证军工,7147.501,7251.3135,7077.808,7183.2828,7190.3842,-42.8832,-0.5964,518419658,7078697690.03
2018-06-29,'399967,中证军工,7190.3842,7191.414,6941.0466,6946.9896,6944.8673,245.5169,3.5352,493165525,6798578374.46
2018-06-28,'399967,中证军工,6944.8673,7091.2283,6933.1894,7008.4364,7008.7578,-63.8905,-0.9116,379548075,5039249939.8
2018-06-27,'399967,中证军工,7008.7578,7093.8277,6970.6789,7027.9494,7018.3824,-9.6246,-0.1371,448473554,6152223703.56
2018-06-26,'399967,中证军工,7018.3824,7027.5939,6710.0837,6729.5489,6829.199,189.1834,2.7702,503375939,6702706265.81
